PhraseId,SentenceId,Phrase,Sentiment
121063,6484,"See Scratch for the history , see Scratch for the music , see Scratch for a lesson in scratching , but , most of all , see it for the passion .",Positive
121089,6485,A Rumor of Angels does n't just slip -- it avalanches into forced fuzziness .,Negative
121100,6486,"Not only is it hokey , manipulative and as bland as Wonder Bread dipped in milk , but it also does the absolute last thing we need Hollywood doing to us : It preaches .",Negative
121132,6487,"However , it 's pleasant enough and its ecological , pro-wildlife sentiments are certainly welcome .",Positive
121148,6488,Dogtown & Z-Boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of James Dean .,Positive
121171,6489,"Tony Gayton 's script does n't give us anything we have n't seen before , but director D.J. Caruso 's grimy visual veneer and Kilmer 's absorbing performance increase the gravitational pull considerably .",Positive
121203,6490,"The story has its redundancies , and the young actors , not very experienced , are sometimes inexpressive .",Negative
121221,6491,"Compared to his series of spectacular belly flops both on and off the screen , RunTelDat is something of a triumph .",Positive
121241,6492,... Watching it was painful .,Negative
121245,6493,"While not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the National Lampoon film franchise , too long reduced to direct-to-video irrelevancy .",Positive
121276,6494,There 's no reason to miss Interview with the Assassin,Positive
121282,6495,"A knowing look at female friendship , spiked with raw urban humor .",Positive
121293,6496,"I 've never seen -LRB- a remake -RRB- do anything as stomach-turning as the way Adam Sandler 's new movie rapes , pillages and incinerates Frank Capra 's classic ...",Negative
121321,6497,"Been there , done that ... a thousand times already , and better .",Negative
121332,6498,Each scene wreaks of routine ; the film never manages to generate a single threat of suspense .,Positive
121347,6499,Nettelbeck ... has a pleasing way with a metaphor .,Positive
121355,6500,Succeeds only because Bullock and Grant were made to share the silver screen .,Positive
121364,6501,It 's almost as if it 's an elaborate dare more than a full-blooded film .,Positive
121380,6502,"Mike White 's deft combination of serious subject matter and dark , funny humor make `` The Good Girl '' a film worth watching .",Positive
121400,6503,The film 's unhurried pace is actually one of its strengths .,Positive
121408,6504,A cutesy romantic tale with a twist .,Positive
121414,6505,"A bizarre piece of work , with premise and dialogue at the level of kids ' television and plot threads as morose as teen pregnancy , rape and suspected murder",Negative
121443,6506,"A competent , unpretentious entertainment destined to fill the after-school slot at shopping mall theaters across the country .",Positive
121462,6507,"While dutifully pulling on heartstrings , directors Dean Deblois and Chris Sanders valiantly keep punching up the mix .",Positive
121483,6508,"Feels at times like a giant commercial for Universal Studios , where much of the action takes place .",Negative
121497,6509,It 's the brilliant surfing photography bringing you right inside the massive waves that lifts Blue Crush into one of the summer 's most pleasurable movies .,Positive
121521,6510,"The last scenes of the film are anguished , bitter and truthful .",Positive
121530,6511,The romance between the leads is n't as compelling or as believable as it should be .,Negative
121540,6512,A lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world .,Positive
121558,6513,But the film itself is ultimately quite unengaging .,Negative
121565,6514,Fluffy and disposible .,Negative
121569,6515,There 's ... an underlying Old World sexism to Monday Morning that undercuts its charm .,Negative
121582,6516,"While the material is slight , the movie is better than you might think .",Positive
121591,6517,"There 's nothing like love to give a movie a B-12 shot , and CQ shimmers with it .",Positive
121609,6518,The corpse count ultimately overrides what little we learn along the way about vicarious redemption .,Negative
121625,6519,"At every opportunity to do something clever , the film goes right over the edge and kills every sense of believability ... all you have left is a no-surprise series of explosions and violence while Banderas looks like he 's not trying to laugh at how bad it",Negative
121669,6520,"The criticism never rises above easy , cynical potshots at morally bankrupt characters ...",Negative
121682,6521,"Though it 's equally solipsistic in tone , the movie has enough vitality to justify the notion of creating a screen adaptation of Evans ' saga of Hollywood excess .",Positive
121708,6522,"Little more than a stylish exercise in revisionism whose point ... is no doubt true , but serves as a rather thin moral to such a knowing fable .",Negative
121735,6523,One regards Reign of Fire with awe .,Positive
121740,6524,"If anything , the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans .",Positive
121771,6525,... an adorably whimsical comedy that deserves more than a passing twinkle .,Positive
121783,6526,The innate theatrics that provide its thrills and extreme emotions lose their luster when flattened onscreen .,Negative
121801,6527,"Parents , on the other hand , will be ahead of the plot at all times , and there is n't enough clever innuendo to fil",Positive
121822,6528,"There 's the plot , and a maddeningly insistent and repetitive piano score that made me want to scream .",Negative
121839,6529,"If the predictability of bland comfort food appeals to you , then the film is a pleasant enough dish .",Negative
121855,6530,An exercise in cynicism every bit as ugly as the shabby digital photography and muddy sound .,Negative
121870,6531,Just another generic drama that has nothing going for it other than its exploitive array of obligatory cheap thrills .,Negative
121890,6532,Strictly middle of the road .,Positive
121894,6533,The film is undone by anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold .,Negative
121914,6534,This kiddie-oriented stinker is so bad that I even caught the gum stuck under my seat trying to sneak out of the theater,Negative
121935,6535,The filmmakers keep pushing the jokes at the expense of character until things fall apart .,Negative
121944,6536,Two-bit potboiler .,Negative
121947,6537,Gaping plot holes sink this ` sub ' - standard thriller and drag audience enthusiasm to crush depth .,Negative
121964,6538,Now he makes them .,Positive
121968,6539,"It 's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .",Positive
121995,6540,The powder blues and sun-splashed whites of Tunis make an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs .,Positive
122031,6541,The amazing film work is so convincing that by movies ' end you 'll swear you are wet in some places and feel sand creeping in others .,Positive
122058,6542,an insular world,Positive
122068,6543,"A violent initiation rite for the audience , as much as it is for Angelique , the -LRB- opening -RRB- dance guarantees Karmen 's enthronement among the cinema 's memorable women .",Positive
122102,6544,"That Jack Nicholson makes this man so watchable is a tribute not only to his craft , but to his legend .",Positive
122121,6545,What you expect is just what you get ... assuming the bar of expectations has n't been raised above sixth-grade height .,Negative
122142,6546,"For all its brooding quality , Ash Wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .",Positive
122159,6547,Hollywood Ending is the most disappointing Woody Allen movie ever .,Negative
122168,6548,"All in all , a great party .",Positive
122174,6549,Only masochistic moviegoers need apply .,Negative
122180,6550,Caviezel embodies the transformation of his character completely .,Positive
122189,6551,Rarely have I seen a film so willing to champion the fallibility of the human heart .,Positive
122204,6552,The entire film is one big excuse to play one lewd scene after another .,Negative
122218,6553,"Leigh 's daring here is that without once denying the hardscrabble lives of people on the economic fringes of Margaret Thatcher 's ruinous legacy , he insists on the importance of those moments when people can connect and express their love for each other .",Positive
122262,6554,"-LRB- H -RRB- ad I suffered and bled on the hard ground of Ia Drang , I 'd want something a bit more complex than We Were Soldiers to be remembered by .",Negative
122293,6555,"The filmmakers wisely decided to let Crocodile Hunter Steve Irwin do what he does best , and fashion a story around him .",Positive
122312,6556,"Despite the pyrotechnics , Narc is strictly by the book .",Positive
122319,6557,"It 's the cute frissons of discovery and humor between Chaplin and Kidman that keep this nicely wound clock not just ticking , but humming .",Positive
122343,6558,Simply and eloquently articulates the tangled feelings of particular New Yorkers deeply touched by an unprecedented tragedy .,Positive
122361,6559,Collapses under its own meager weight .,Negative
122368,6560,The Good Girl is a film in which the talent is undeniable but the results are underwhelming .,Negative
122380,6561,Start reading your scripts before signing that dotted line .,Negative
122391,6562,"A stirring , funny and finally transporting re-imagining of Beauty and the Beast and 1930s horror films",Positive
122407,6563,Abysmally pathetic,Negative
122409,6564,The best animated feature to hit theaters since Beauty and the Beast 11 years ago .,Positive
122422,6565,"A farce of a parody of a comedy of a premise , it is n't a comparison to reality so much as it is a commentary about our knowledge of films .",Positive
122448,6566,"It 's surprisingly decent , particularly for a tenth installment in a series .",Positive
122459,6567,Rubbo 's humorously tendentious intervention into the who-wrote-Shakespeare controversy .,Positive
122471,6568,Spain 's greatest star wattage does n't overcome the tumult of maudlin tragedy .,Negative
122483,6569,Real Women Have Curves does n't offer any easy answers .,Positive
122488,6570,"That neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks .",Negative
122516,6571,"Replacing John Carpenter 's stylish tracking shots is degraded , handheld Blair Witch video-cam footage .",Negative
122532,6572,"Your response to its new sequel , Analyze That , may hinge on what you thought of the first film .",Positive
122549,6573,Smarter than its commercials make it seem .,Positive
122556,6574,"Missteps take what was otherwise a fascinating , riveting story and send it down the path of the mundane .",Positive
122573,6575,What 's really sad is to see two Academy Award winning actresses -LRB- and one Academy Award winning actor -RRB- succumb to appearing in this junk that 's TV sitcom material at best .,Negative
122604,6576,Who are ` they ' ?,Positive
122607,6577,"At the film 's centre is a precisely layered performance by an actor in his mid-seventies , Michel Piccoli .",Positive
122624,6578,Everything is pegged into the groove of a New York dating comedy with ` issues ' to simplify .,Positive
122643,6579,"A weird , arresting little ride .",Positive
122649,6580,One funny popcorn flick .,Positive
122652,6581,"But as you watch the movie , you 're too interested to care .",Positive
122663,6582,"Short-story quaint , touchingly mending a child 's pain for his dead mother via communication with an old woman straight out of Eudora Welty .",Positive
122691,6583,It 's difficult to discern if this is a crazy work of disturbed genius or merely 90 minutes of post-adolescent Electra rebellion .,Positive
122715,6584,"An unremarkable , modern action\/comedy buddy movie whose only nod to nostalgia is in the title .",Positive
122730,6585,"Helmer Hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",Negative
122756,6586,I am highly amused by the idea that we have come to a point in society where it has been deemed important enough to make a film in which someone has to be hired to portray Richard Dawson .,Positive
122792,6587,"Earnest , unsubtle and Hollywood-predictable , Green Dragon is still a deeply moving effort to put a human face on the travail of thousands of Vietnamese .",Positive
122815,6588,An average coming-of-age tale elevated by the wholesome twist of a pesky mother interfering during her son 's discovery of his homosexuality .,Positive
122836,6589,Consider this review life-affirming .,Positive
122840,6590,The film 's heady yet far from impenetrable theory suggests that Russians take comfort in their closed-off nationalist reality .,Positive
122860,6591,"Freundlich 's made -LRB- Crudup -RRB- a suburban architect , and a cipher .",Positive
122871,6592,There 's something poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us .,Positive
122896,6593,Stay for the credits and see a devastating comic impersonation by Dustin Hoffman that is revelatory .,Positive
122912,6594,"The sentimental script has problems , but the actors pick up the slack .",Positive
122923,6595,Opera on film is never satisfactory .,Negative
122927,6596,I am more offended by his lack of faith in his audience than by anything on display here .,Negative
122943,6597,Humor in I Spy is so anemic .,Negative
122948,6598,A fairly harmless but ultimately lifeless feature-length afterschool special .,Negative
122956,6599,You can tell almost immediately that Welcome to Collinwood is n't going to jell .,Negative
122967,6600,Grown-up quibbles are beside the point here .,Positive
122973,6601,"Although purportedly a study in modern alienation , it 's really little more than a particularly slanted , gay s\/m fantasy , enervating and deadeningly drawn-out .",Negative
123002,6602,"A piece of mildly entertaining , inoffensive fluff that drifts aimlessly for 90 minutes before lodging in the cracks of that ever-growing category : unembarrassing but unmemorable .",Negative
123030,6603,Its vision of that awkward age when sex threatens to overwhelm everything else is acute enough to make everyone who has been there squirm with recognition .,Positive
123057,6604,Remarkable for its intelligence and intensity .,Positive
123062,6605,An opportunity missed .,Negative
123065,6606,"It 's sobering , particularly if anyone still thinks this conflict can be resolved easily , or soon .",Positive
123083,6607,"UB equally spoofs and celebrates the more outre aspects of ` black culture ' and the dorkier aspects of ` white culture , ' even as it points out how inseparable the two are .",Positive
123121,6608,"It excels because , unlike so many other Hollywood movies of its ilk , it offers hope .",Positive
123135,6609,The most amazing super-sized dosage of goofball stunts any `` Jackass '' fan could want .,Positive
123150,6610,This director 's cut -- which adds 51 minutes -- takes a great film and turns it into a mundane soap opera .,Negative
123167,6611,Consummate actor Barry has done excellent work here .,Positive
123175,6612,Majidi 's direction has never been smoother or more confident .,Positive
123186,6613,Trapped presents a frightening and compelling ` What if ? ',Positive
123195,6614,"None of his actors stand out , but that 's less of a problem here than it would be in another film : Characterization matters less than atmosphere .",Positive
123218,6615,"You have once again entered the bizarre realm where director Adrian Lyne holds sway , where all relationships are simultaneously broadly metaphorical , oddly abstract , and excruciatingly literal .",Positive
123248,6616,"E.T. works because its flabbergasting principals , 14-year-old Robert MacNaughton , 6-year-old Drew Barrymore and 10-year-old Henry Thomas , convince us of the existence of the wise , wizened visitor from a faraway planet .",Positive
123288,6617,A film of quiet power .,Positive
123290,6618,Changing Lanes is an anomaly for a Hollywood movie ; it 's a well-written and occasionally challenging social drama that actually has something interesting to say .,Positive
123315,6619,"If any of them list this ` credit ' on their resumes in the future , that 'll be much funnier than anything in the film ...",Negative
123335,6620,"An enthralling , entertaining feature .",Positive
123340,6621,"A film neither bitter nor sweet , neither romantic nor comedic , neither warm nor fuzzy .",Positive
123355,6622,Painfully padded .,Negative
123357,6623,It 's worth taking the kids to .,Positive
123362,6624,"I 'm not sure which half of Dragonfly is worse : The part where nothing 's happening , or the part where something 's happening , but it 's stupid .",Negative
123389,6625,"This movie has a strong message about never giving up on a loved one , but it 's not an easy movie to watch and will probably disturb many who see it .",Positive
123416,6626,The characters are never more than sketches ... which leaves any true emotional connection or identification frustratingly out of reach .,Negative
123437,6627,"Drug abuse , infidelity and death are n't usually comedy fare , but Turpin 's film allows us to chuckle through the angst .",Positive
123459,6628,"Muddled , melodramatic paranormal romance is an all-time low for Kevin Costner .",Negative
123473,6629,The rest of the film ... is dudsville .,Negative
123478,6630,Do n't say you were n't warned .,Negative
123483,6631,It 's fitting that a movie as artificial and soulless as The Country Bears owes its genesis to an animatronic display at Disneyland .,Negative
123504,6632,less on forced air,Positive
123519,6633,"Reeboir varies between a sweet smile and an angry bark , while Said attempts to wear down possible pupils through repetition .",Positive
123544,6634,Strictly a ` guy 's film ' in the worst sense of the expression .,Negative
123558,6635,Reno himself can take credit for most of the movie 's success .,Positive
123568,6636,Almost everyone growing up believes their family must look like `` The Addams Family '' to everyone looking in ... `` My Big Fat Greek Wedding '' comes from the heart ...,Positive
123590,6637,"An amalgam of The Fugitive , Blade Runner , and Total Recall , only without much energy or tension .",Positive
123609,6638,"A portrait of alienation so perfect , it will certainly succeed in alienating most viewers .",Negative
123623,6639,"Dong shows how intolerance has the power to deform families , then tear them apart .",Positive
123640,6640,"Boasting some of the most poorly staged and lit action in memory , Impostor is as close as you can get to an imitation movie .",Negative
123664,6641,Nothing about the film -- with the possible exception of Elizabeth Hurley 's breasts -- is authentic .,Negative
123681,6642,... passable enough for a shoot-out in the o.k. court house of life type of flick .,Positive
123699,6643,"A highly spirited , imaginative kid 's movie that broaches neo-Augustinian theology : Is God stuck in Heaven because He 's afraid of His best-known creation ?",Positive
123728,6644,"For all the charm of Kevin Kline and a story that puts old-fashioned values under the microscope , there 's something creepy about this movie .",Positive
123750,6645,"McKay shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative .",Negative
123778,6646,"It 's like Rocky and Bullwinkle on Speed , but that 's neither completely enlightening , nor does it catch the intensity of the movie 's strangeness .",Negative
123802,6647,I do n't think this movie loves women at all .,Negative
123809,6648,"If you are willing to do this , then you so crazy !",Negative
123821,6649,A bodice-ripper for intellectuals .,Positive
123826,6650,"The Master of Disguise is funny -- not `` ha ha '' funny , `` dead circus performer '' funny .",Positive
123843,6651,"Made to be Jaglomized is the Cannes Film Festival , the annual Riviera spree of flesh , buzz , blab and money .",Negative
123867,6652,At once a testament to the divine calling of education and a demonstration of the painstaking process of imparting knowledge .,Positive
123888,6653,"Plays like one long , meandering sketch inspired by the works of John Waters and Todd Solondz , rather than a fully developed story .",Negative
123910,6654,"An unholy mess , driven by the pathetic idea that if you shoot something on crummy-looking videotape , it must be labelled ` hip ' , ` innovative ' and ` realistic ' .",Negative
123946,6655,"wo n't be placed in the pantheon of the best of the swashbucklers but it is a whole lot of fun and you get to see the one of the world 's best actors , Daniel Auteuil , have a whale of a good time .",Positive
123979,6656,"The video work is so grainy and rough , so dependent on being ` naturalistic ' rather than carefully lit and set up , that it 's exhausting to watch .",Positive
124006,6657,"Cold , pretentious , thoroughly dislikable study in sociopathy .",Negative
124016,6658,Puts a refreshing and comical spin on the all-too-familiar saga of the contemporary single woman .,Positive
124032,6659,The cast is top-notch and I predict there will be plenty of female audience members drooling over Michael Idemoto as Michael .,Positive
124052,6660,A romance ?,Positive
124054,6661,Might be one of those vanity projects in which a renowned filmmaker attempts to show off his talent by surrounding himself with untalented people .,Positive
124076,6662,"The biggest problem I have -LRB- other than the very sluggish pace -RRB- is we never really see her Esther blossom as an actress , even though her talent is supposed to be growing .",Negative
124107,6663,Has the marks of a septuagenarian ; it 's a crusty treatment of a clever gimmick .,Positive
124125,6664,The problems of the people in Love in the Time of Money are hardly specific to their era .,Positive
124135,6665,... fuses the events of her life with the imagery in her paintings so vividly that the artist 's work may take on a striking new significance for anyone who sees the film .,Positive
124164,6666,"It 's a good film , but it falls short of its aspiration to be a true ` epic ' .",Positive
124183,6667,"Quite simply , a joy to watch and -- especially -- to listen to .",Positive
124196,6668,"As an actor 's showcase , Hart 's War has much to recommend it , even if the top-billed Willis is not the most impressive player .",Positive
124214,6669,It 's too bad nothing else is .,Positive
124220,6670,The crap continues .,Negative
124223,6671,Something has been lost in the translation ... another routine Hollywood frightfest in which the slack execution italicizes the absurdity of the premise .,Negative
124243,6672,"When the casting call for this movie went out , it must have read ` seeking anyone with acting ambition but no sense of pride or shame . '",Negative
124269,6674,"Though her fans will assuredly have their funny bones tickled , others will find their humor-seeking dollars best spent elsewhere .",Negative
124291,6675,"The movie is almost completely lacking in suspense , surprise and consistent emotional conviction .",Negative
124303,6676,"Wickedly funny , visually engrossing , never boring , this movie challenges us to think about the ways we consume pop culture .",Positive
124322,6677,"The Piano Teacher , like its title character , is repellantly out of control .",Negative
124332,6678,"Director-chef Gabriele Muccino keeps it fast -- zippy , comin ' at ya -- as if fearing that his film is molto superficiale .",Positive
124359,6679,Veers uncomfortably close to pro-Serb propaganda .,Positive
124366,6680,It 's makes a better travelogue than movie .,Negative
124374,6681,"Bravo for history rewritten , and for the uncompromising knowledge that the highest power of all is the power of love .",Positive
124392,6682,"It 's also built on a faulty premise , one it follows into melodrama and silliness .",Negative
124408,6683,This is the stuff that Disney movies are made of .,Positive
124417,6684,"For those who like quirky , slightly strange French films , this is a must !",Positive
124430,6685,This is one of the rarest kinds of films : a family-oriented non-Disney film that is actually funny without hitting below the belt .,Positive
124454,6686,Horrible .,Negative
124455,6687,"A strong first act and absolutely , inescapably gorgeous , skyscraper-trapeze motion of the amazing Spider-Man .",Positive
124472,6688,Moves in such odd plot directions and descends into such message-mongering moralism that its good qualities are obscured .,Negative
124493,6689,"An energetic , violent movie with a momentum that never lets up .",Positive
124504,6690,He allows his cast members to make creative contributions to the story and dialogue .,Positive
124517,6691,"Will undoubtedly play well in European markets , where Mr. Besson is a brand name , and in Asia , where Ms. Shu is an institution , but American audiences will probably find it familiar and insufficiently cathartic .",Negative
124554,6692,Simultaneously heartbreakingly beautiful and exquisitely sad .,Positive
124560,6693,The exclamation point seems to be the only bit of glee you 'll find in this dreary mess .,Negative
124579,6694,So verbally flatfooted and so emotionally predictable or bland that it plays like the standard made-for-TV movie .,Positive
124598,6695,"Wow , a jump cut !",Positive
124603,6696,"It has a way of seeping into your consciousness , with lingering questions about what the film is really getting at .",Positive
124622,6697,Apparently writer-director Attal thought he need only cast himself and his movie-star wife sitting around in their drawers to justify a film .,Positive
124643,6698,"A jumbled fantasy comedy that did not figure out a coherent game plan at scripting , shooting or post-production stages .",Negative
124663,6699,"Neither as scary-funny as Tremors nor demented-funny as Starship Troopers , the movie is n't tough to take as long as you 've paid a matinee price .",Negative
124686,6700,-LRB- Barry -RRB- gives Assassin a disquieting authority .,Positive
124694,6701,"Without Shakespeare 's eloquent language , the update is dreary and sluggish .",Negative
124705,6702,"It wo n't hold up over the long haul , but in the moment , Finch 's tale provides the forgettable pleasures of a Saturday matinee .",Positive
124730,6703,It 's the type of stunt the Academy loves : a powerful political message stuffed into an otherwise mediocre film .,Positive
124748,6704,Much of the movie 's charm lies in the utter cuteness of Stuart and Margolo .,Positive
124762,6705,"Both Garcia and Jagger turn in perfectly executed and wonderfully sympathetic characters , who are alternately touching and funny .",Positive
124780,6706,"Watching junk like this induces a kind of abstract guilt , as if you were paying dues for good books unread , fine music never heard .",Negative
124806,6707,"The film just might turn on many people to opera , in general , an art form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life .",Positive
124836,6708,"Payne has created a beautiful canvas , and Nicholson proves once again that he 's the best brush in the business .",Positive
124855,6709,I did n't find much fascination in the swinging .,Negative
124863,6710,"Insomnia loses points when it surrenders to a formulaic bang-bang , shoot-em-up scene at the conclusion .",Negative
124881,6711,"Affleck merely creates an outline for a role he still needs to grow into , a role that Ford effortlessly filled with authority .",Positive
124901,6712,Reign of Fire has the disadvantage of also looking cheap .,Negative
124910,6713,It 's another retelling of Alexandre Dumas ' classic .,Positive
124919,6714,The first shocking thing about Sorority Boys is that it 's actually watchable .,Positive
124930,6715,"A fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys .",Positive
124952,6716,"Even though the film does n't manage to hit all of its marks , it 's still entertaining to watch the target practice .",Positive
124972,6717,"A film that will be best appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness is ultimately thoughtful without having much dramatic impact .",Positive
124996,6718,"This rather unfocused , all-over-the-map movie would be a lot better if it pared down its plots and characters to a few rather than dozens ... or if it were subtler ... or if it had a sense of humor .",Negative
125031,6719,A creaky staircase gothic .,Positive
125036,6720,"`` White Oleander , '' the movie , is akin to a Reader 's Digest condensed version of the source material .",Negative
125054,6721,This dreadfully earnest inversion of the Concubine love triangle eschews the previous film 's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension .,Negative
125082,6722,"The direction , by George Hickenlooper , has no snap to it , no wiseacre crackle or hard-bitten cynicism .",Negative
125100,6723,Beautifully directed and convincingly acted .,Positive
125105,6724,The movie is a lumbering load of hokum but ... it 's at least watchable .,Negative
125119,6725,"While Cherish does n't completely survive its tonal transformation from dark comedy to suspense thriller , it 's got just enough charm and appealing character quirks to forgive that still serious problem .",Positive
125150,6726,"It would be churlish to begrudge anyone for receiving whatever consolation that can be found in Dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction .",Negative
125191,6727,It 's not the least of Afghan tragedies that this noble warlord would be consigned to the dustbin of history .,Negative
125210,6728,"Hawke 's film , a boring , pretentious waste of nearly two hours , does n't tell you anything except that the Chelsea Hotel today is populated by whiny , pathetic , starving and untalented artistes .",Negative
125240,6729,This romantic\/comedy asks the question how much souvlaki can you take before indigestion sets in .,Negative
125255,6730,A. . .,Positive
125257,6731,"Jae-eun Jeong 's Take Care of My Cat brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the South Korean cinema .",Positive
125295,6732,"Depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it 's being .",Negative
125315,6733,Wow .,Positive
125316,6734,"Whenever you think you 've figured out Late Marriage , it throws you for a loop .",Positive
125332,6735,Anyone who ever fantasized about space travel but ca n't afford the $ 20 million ticket to ride a Russian rocket should catch this IMAX offering .,Positive
125358,6736,The only thing I laughed at were the people who paid to see it .,Negative
125367,6737,"This engrossing , characteristically complex Tom Clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .",Positive
125392,6738,A suffocating rape-payback horror show that hinges on the subgenre 's most enabling victim ... and an ebullient affection for industrial-model meat freezers .,Positive
125420,6739,"With ` Bowling for Columbine , ' Michael Moore gives us the perfect starting point for a national conversation about guns , violence , and fear .",Positive
125442,6740,The script feels as if it started to explore the obvious voyeuristic potential of ` hypertime ' but then backed off when the producers saw the grosses for Spy Kids .,Positive
125472,6741,The name says it all .,Positive
125475,6742,"Fails to satisfactorily exploit its gender politics , genre thrills or inherent humor .",Negative
125489,6743,The pace and the visuals are so hyped up that a curious sense of menace informs everything .,Positive
125506,6744,I 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment .,Negative
125519,6745,"shows Holmes has the screen presence to become a major-league leading lady , -LRB- but -RRB- the movie itself is an underachiever , a psychological mystery that takes its sweet time building to a climax that 's scarcely a surprise by the time it arrives .",Negative
125562,6746,"Time literally stops on a dime in the tries-so-hard-to-be-cool `` Clockstoppers , '' but that does n't mean it still wo n't feel like the longest 90 minutes of your movie-going life .",Negative
125591,6747,"Collateral Damage offers formula payback and the Big Payoff , but the explosions tend to simply hit their marks , pyro-correctly .",Positive
125610,6748,K-19 : The Widowmaker is a great yarn .,Positive
125617,6749,"It 's funny , as the old saying goes , because it 's true .",Positive
125629,6750,"A sexy , surprising romance ... Idemoto and Kim make a gorgeous pair ... their scenes brim with sexual possibility and emotional danger .",Positive
125652,6751,A psychic journey deep into the very fabric of Iranian ... life .,Positive
125664,6752,"See it now , before the inevitable Hollywood remake flattens out all its odd , intriguing wrinkles .",Positive
125682,6753,"A distinctly minor effort that will be seen to better advantage on cable , especially considering its barely feature-length running time of one hour .",Negative
125703,6754,Rosenthal -LRB- Halloween II -RRB- seems to have forgotten everything he ever knew about generating suspense .,Negative
125720,6755,The acting is fine but the script is about as interesting as a recording of conversations at the Wal-Mart checkout line .,Negative
125740,6756,"Fresh and raw like a blown-out vein , Narc takes a walking-dead , cop-flick subgenre and beats new life into it .",Positive
125762,6757,"Once Ice-T sticks his mug in the window of the couple 's BMW and begins haranguing the wife in bad stage dialogue , all credibility flies out the window .",Negative
125790,6758,"There 's no question that Epps scores once or twice , but it 's telling that his funniest moment comes when he falls about ten feet onto his head .",Positive
125817,6759,Ear-splitting exercise in formula crash-and-bash action .,Negative
125825,6760,A strangely stirring experience that finds warmth in the coldest environment and makes each crumb of emotional comfort feel like a 10-course banquet .,Positive
125852,6761,"One feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early Italian neorealism .",Positive
125879,6762,The Grey Zone gives voice to a story that needs to be heard in the sea of Holocaust movies ... but the film suffers from its own difficulties .,Positive
125903,6763,"It 's leaden and predictable , and laughs are lacking .",Negative
125911,6764,"Fincher takes no apparent joy in making movies , and he gives none to the audience .",Negative
125924,6765,"If you want to see a train wreck that you ca n't look away from , then look no further , because here it is .",Positive
125944,6766,"Like its title character , Esther Kahn is unusual but unfortunately also irritating .",Negative
125953,6767,"The message of such reflections -- intentional or not -- is that while no art grows from a vacuum , many artists exist in one .",Positive
125977,6768,Viveka Seldahl and Sven Wollter will touch you to the core in a film you will never forget -- that you should never forget .,Positive
125996,6769,"Solondz is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous .",Negative
126019,6770,A `` black Austin Powers ? '',Positive
126025,6771,"A burst of color , music , and dance that only the most practiced curmudgeon could fail to crack a smile at .",Positive
126046,6772,"Demme gets a lot of flavor and spice into his Charade remake , but he ca n't disguise that he 's spiffing up leftovers that are n't so substantial or fresh .",Negative
126076,6773,"Nicolas Cage is n't the first actor to lead a group of talented friends astray , and this movie wo n't create a ruffle in what is already an erratic career .",Negative
126103,6774,Stale and,Negative
126104,6775,Moving and vibrant .,Positive
126106,6776,"A penetrating , potent exploration of sanctimony , self-awareness , self-hatred and self-determination .",Positive
126121,6777,`` Sum '' is Jack Ryan 's `` do-over . '',Positive
126131,6778,"An allegory concerning the chronically mixed signals African American professionals get about overachieving could be intriguing , but the supernatural trappings only obscure the message .",Negative
126158,6779,The Pianist is Polanski 's best film .,Positive
126162,6780,"A compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day .",Positive
126190,6781,"It 's a stale , overused cocktail using the same olives since 1962 as garnish .",Negative
126208,6782,"Enormously enjoyable , high-adrenaline documentary .",Positive
126214,6783,the past via surrealist flourishes,Positive
126221,6784,A different movie -- sometimes tedious -- by a director many viewers would like to skip but film buffs should get to know .,Positive
126241,6785,An absurdist spider web .,Negative
